"Cisco Identity Services Engine Log Messages Reference, Release 2.0",,,,
Message Code,Message Class,Message Text,Message Description,Severity
11510,EAP,Invalid EAP-Response/NAK; EAP-negotiation failed,"An EAP-Response/NAK packet that did not pass validation was extracted from the RADIUS message an EAP-Response. Owing to this, EAP-negotiation failed.",Warning
11511,EAP,Extracted EAP-Response/NAK packet not requesting any EAP protocols; EAP-negotiation failed,"An invalid EAP-Response/NAK packet was extracted from the RADIUS message. This packet rejected the EAP-based protocol that was proposed earlier. However, it is not requesting any other protocols, based on the configuration of the client's supplicant.",Warning
11512,EAP,Extracted EAP-Response/NAK packet requesting to use unsupported EAP protocol; EAP-negotiation failed,"Extracted from the RADIUS message an EAP-Response/NAK packet, rejecting the previously-proposed EAP-based protocol, and requesting to use another protocol instead, per the configuration of the client's supplicant. However, the requested EAP-based protocol is currently not supported by ISE.",Info
11513,EAP,Extracted second EAP-Response/NAK in current EAP conversation; failed to negotiate EAP,"For the second time in the current EAP conversation, extracted from the RADIUS message an EAP-Response/NAK packet rejecting the previously-proposed EAP-based protocol.",Warning
11514,EAP,Unexpectedly received empty TLS message; treating as a rejection by the client,"While trying to negotiate a TLS handshake with the client, ISE expected to receive a non-empty TLS message or TLS alert message, but instead received an empty TLS message. This could be due to an inconformity in the implementation of the protocol between ISE and the supplicant. For example, it is a known issue that the XP supplicant sends an empty TLS message instead of a non-empty TLS alert message. It might also involve the supplicant not trusting the ISE server certificate for some reason. ISE treated the unexpected message as a sign that the client rejected the tunnel establishment.",Warning
11515,EAP,Invalid EAP-Response/NAK; inner EAP-negotiation failed,"From the EAP-Response packet encountered in the outer EAP method, extracted an EAP-Response/NAK packet that failed to pass validation. Negotiation of the inner EAP method failed.",Warning
11516,EAP,Extracted EAP-Response/NAK packet not requesting any EAP protocols for inner EAP method; inner EAP-negotiation failed,"From the EAP-Response packet encountered in the outer EAP method, extracted an EAP-Response/NAK packet rejecting the EAP-based protocol previously proposed for the inner EAP method, but -- per the configuration of the client's supplicant -- not requesting any other protocols. Negotiation of the inner EAP method failed.",Warning
11517,EAP,Extracted EAP-Response/NAK packet requesting to use unsupported inner EAP protocol; inner EAP-negotiation failed,"From the EAP-Response packet encountered in the outer EAP method, extracted an EAP-Response/NAK packet rejecting the EAP-based protocol previously proposed for the inner EAP method, and requesting to use another protocol instead, per the configuration of the client's supplicant. However, the requested inner EAP-based protocol is currently not supported by ISE. Negotiation of the inner EAP method failed.",Warning
11518,EAP,Extracted second EAP-Response/NAK in current inner EAP conversation; inner EAP-negotiation failed,"For the second time in the current inner EAP conversation, extracted from the EAP-Response packet in the outer EAP method an EAP-Response/NAK packet rejecting the EAP-based protocol previously proposed for the inner EAP method. Negotiation of the inner EAP method failed.",Warning
11519,EAP,Prepared EAP-Success for inner EAP method,"Created an EAP-Success packet, for encapsulation within the outer EAP method's outgoing EAP-Request packet, and for ultimate attachment to a RADIUS message.",Info
11520,EAP,Prepared EAP-Failure for inner EAP method,"Created an EAP-Failure packet, for encapsulation within the outer EAP method's outgoing EAP-Request packet, and for ultimate attachment to a RADIUS message.",Info
11521,EAP,Prepared EAP-Request/Identity for inner EAP method,"Created an EAP-Request/Identity packet, for encapsulation within the outer EAP method's outgoing EAP-Request packet, and for ultimate attachment to a RADIUS message.",Info
11522,EAP,Extracted EAP-Response/Identity for inner EAP method,"From the EAP-Response packet encountered in the outer EAP method, extracted an EAP-Response/Identity packet for the inner EAP method.",Info
11523,EAP,Invalid or unexpected inner-EAP payload received,"Internal Error, possibly in the supplicant: failed to validate an EAP inner-method payload.",Warning
11524,EAP,Invalid inner-EAP payload,"Internal Error, possibly in the supplicant: failed to validate an EAP inner-method payload.",Warning
11800,EAP,Prepared EAP-Request proposing EAP-MSCHAP with challenge,"Created an EAP-Request packet proposing to use the EAP-MSCHAP protocol, and also providing an MSCHAP challenge, for attachment to a RADIUS message. The EAP-MSCHAP protocol was proposed because it was one of the EAP-based protocols allowed in Allowed Protocols.",Info
11801,EAP,Extracted EAP-Response/NAK requesting to use EAP-MSCHAP instead,"Extracted from the RADIUS message an EAP-Response/NAK packet, rejecting the previously-proposed EAP-based protocol, and requesting to use EAP-MSCHAP instead, per the configuration of the client's supplicant.",Info
11802,EAP,Extracted EAP-Response containing EAP-MSCHAP challenge-response and accepting EAP-MSCHAP as negotiated,"Extracted from the RADIUS message an EAP-Response packet containing an EAP-MSCHAP challenge-response, and accepting EAP-MSCHAP as negotiated.",Info
11803,EAP,Failed to negotiate EAP because EAP-MSCHAP not allowed in the Allowed Protocols,"The client's supplicant sent an EAP-Response/NAK packet rejecting the previously-proposed EAP-based protocol, and requesting to use EAP-MSCHAP instead. However, EAP-MSCHAP is not allowed in Allowed Protocols.",Warning
11804,EAP,Extracted EAP-Response containing MSCHAP challenge-response,Continuing the EAP-MSCHAP protocol; processing the EAP-MSCHAP challenge-response in the extracted EAP-Response.,Info
11805,EAP,Prepared EAP-Request with another EAP-MSCHAP challenge,"As part of the continuation of the EAP-MSCHAP protocol, created an EAP-Request packet containing another EAP-MSCHAP challenge, for attachment to a RADIUS message.",Info
11806,EAP,Prepared EAP-Request for inner method proposing EAP-MSCHAP with challenge,"Created an EAP-Request packet proposing to use the EAP-MSCHAP protocol for the inner method, and also providing an MSCHAP challenge, for attachment to a RADIUS message. The EAP-MSCHAP protocol was proposed because it was one of the EAP-based protocols allowed in Allowed Protocols.",Info
11807,EAP,Extracted EAP-Response/NAK for inner method requesting to use EAP-MSCHAP instead,"From the EAP-Response packet encountered in the outer EAP method, extracted an EAP-Response/NAK packet, rejecting the EAP-based protocol previously proposed for the inner method, and requesting to use EAP-MSCHAP instead, per the configuration of the client's supplicant.",Info
11808,EAP,Extracted EAP-Response containing EAP-MSCHAP challenge-response for inner method and accepting EAP-MSCHAP as negotiated,"From the EAP-Response packet encountered in the outer EAP method, extracted an EAP-Response packet containing an EAP-MSCHAP challenge-response, and accepting EAP-MSCHAP as negotiated for the inner method.",Info
11809,EAP,Failed to negotiate EAP for inner method because EAP-MSCHAP not allowed in the Allowed Protocols,"The client's supplicant sent an EAP-Response/NAK packet rejecting the EAP-based protocol previously proposed for the inner method, and requesting to use EAP-MSCHAP instead. However, EAP-MSCHAP is not allowed in Allowed Protocols.",Warning
11810,EAP,Extracted EAP-Response for inner method containing MSCHAP challenge-response,Continuing the inner EAP-MSCHAP protocol; processing the EAP-MSCHAP challenge-response in the extracted EAP-Response.,Info
11811,EAP,Prepared EAP-Request for inner method with another EAP-MSCHAP challenge,"As part of the continuation of the inner EAP-MSCHAP protocol, created an EAP-Request packet containing another EAP-MSCHAP challenge, for encapsulation within the outer EAP method's outgoing EAP-Request packet, and for ultimate attachment to a RADIUS message.",Info
11812,EAP,EAP-MSCHAP authentication succeeded,EAP-MSCHAP authentication succeeded.,Info
11813,EAP,EAP-MSCHAP authentication failed,EAP-MSCHAP authentication failed.,Info
11814,EAP,Inner EAP-MSCHAP authentication succeeded,EAP-MSCHAP authentication for the inner EAP method succeeded.,Info
11815,EAP,Inner EAP-MSCHAP authentication failed,EAP-MSCHAP authentication for the inner EAP method failed.,Info
11816,EAP,MSCHAP username doesn't match inner method EAP-Response/Identity,The MSCHAP username does not match the username received in the inner method EAP-Response/Identity packet. One possible reason might be that the client's supplicant is preconfigured with another username not matching that entered by the user.,Warning
11817,EAP,Internal Error - invalid EAP-MSCHAP state,Internal Error - invalid EAP-MSCHAP state.,Warning
11818,EAP,Failed to parse EAP-MSCHAP packet,Failed to parse EAP-MSCHAP packet.,Info
